appid,date,newinstalls,predictionloss,daureal,maureal,category,ratings,daily_ratings,reviews,daily_reviews
com.app.13655,2024-09-25,31,1299,15879,55345,FINANCE,62679,1,26437,0
com.app.92210,2024-09-25,976,4015,9651,103109,TRAVEL_AND_LOCAL,9490,0,3769,3
com.app.45088,2024-09-25,24822,76403,4954919,14370768,FINANCE,3225380,2578,502594,155
com.app.31404,2024-09-25,186,1166,10097,36447,FINANCE,14245,14,7046,1
com.app.97802,2024-09-25,211,9443,5962,67281,OTHERS,2992,3,1305,0
com.app.23207,2024-09-25,640,7411,33770,290967,FOOD_AND_DRINK,113503,9,28444,2
com.app.48065,2024-09-25,6728,27496,628307,3860002,SHOPPING,583022,235,105841,5
com.app.58221,2024-09-25,1383,8157,94902,879229,OTHERS,103259,81,19191,9
com.app.36145,2024-09-25,4292,10362,218348,1770888,SHOPPING,259240,200,75426,21
com.app.91525,2024-09-25,108,1747,5481,53594,TRAVEL_AND_LOCAL,4562,3,2946,4
com.app.18251,2024-09-25,566,2463,75742,362770,FINANCE,99374,134,18686,15
com.app.64634,2024-09-25,80,1747,977,12265,TRAVEL_AND_LOCAL,657,0,405,1
com.app.37873,2024-09-25,554,13604,26029,236483,OTHERS,47837,7,17197,7
com.app.37962,2024-09-25,2913,12633,136392,1531944,TRAVEL_AND_LOCAL,156062,97,43006,1
com.app.91093,2024-09-25,3692,3006,424669,2449756,FINANCE,212097,133,113054,52
com.app.88832,2024-09-25,889,4341,15919,174100,SHOPPING,11466,17,3039,3
com.app.38566,2024-09-25,3126,4729,109493,514134,BUSINESS,93111,86,25979,11
com.app.48916,2024-09-25,224,1447,1271,13617,BUSINESS,639,2,241,0
com.app.72306,2024-09-25,295,4407,30224,220894,BUSINESS,36068,2,15119,3
com.app.96938,2024-09-25,0,1512,12736,121003,OTHERS,44768,3,15656,1
com.app.47280,2024-09-25,21372,65496,8596455,22026560,FINANCE,6853071,2130,1490728,86
com.app.88311,2024-09-25,740,2358,16483,102139,FINANCE,7846,17,1109,3
com.app.97976,2024-09-25,749,4631,8491,98571,SHOPPING,11302,2,3697,2
com.app.72656,2024-09-25,1440,3553,160623,479420,OTHERS,66953,101,12171,27
com.app.19872,2024-09-25,591,1596,73492,293003,OTHERS,52924,1,6003,2
com.app.90842,2024-09-25,1049,1852,37227,143166,FINANCE,44879,51,22255,2
com.app.21397,2024-09-25,1168,9317,29161,303094,OTHERS,131551,4,49273,1
com.app.78794,2024-09-25,56876,121464,8514386,23891923,FINANCE,2242816,181,1011880,82
com.app.38543,2024-09-25,650,6227,4806,96983,SHOPPING,19209,0,7511,1
com.app.47938,2024-09-25,186,1861,1455,23595,SHOPPING,2706,0,1243,0
com.app.89044,2024-09-25,83,1849,1369,7166,FINANCE,1365,0,851,0
com.app.85803,2024-09-25,100,894,7213,80227,BUSINESS,4439,6,1000,2
com.app.88484,2024-09-25,19531,53644,2386021,11820374,SHOPPING,2022051,395,698690,30
com.app.81754,2024-09-25,274,3435,6375,66950,TRAVEL_AND_LOCAL,833,0,474,1
com.app.89034,2024-09-25,381,1742,27123,307491,OTHERS,7725,42,2131,2
com.app.53788,2024-09-25,237,1198,1434,16000,OTHERS,12834,1,5887,0
com.app.16773,2024-09-25,6844,6858,433722,2478253,FINANCE,151508,138,78665,54
com.app.92275,2024-09-25,802,5566,59831,470054,SHOPPING,234577,59,29029,5
com.app.31153,2024-09-25,15114,45378,1779320,5430973,FINANCE,1212102,474,201239,46
com.app.20657,2024-09-25,183,1746,4460,29485,OTHERS,7913,0,1321,0
com.app.90856,2024-09-25,408,2162,27897,168353,FINANCE,17141,0,7711,5
com.app.34625,2024-09-25,762,1487,23852,146378,FINANCE,14523,34,3720,3
com.app.78762,2024-09-25,265,15538,87645,173279,OTHERS,89033,4,33865,0
com.app.79754,2024-09-25,602,9027,8353,128147,OTHERS,136094,153,9241,6
com.app.60633,2024-09-25,155,7289,30272,308435,OTHERS,176714,1,18663,0
com.app.60423,2024-09-25,377,4338,35279,475487,SHOPPING,89507,13,42717,1
com.app.17441,2024-09-25,1322,3301,27157,317771,SHOPPING,45414,20,5982,2
com.app.50679,2024-09-25,381,1403,9066,119977,FINANCE,39452,45,10193,1
com.app.63770,2024-09-25,6601,10238,291130,1839503,FINANCE,334596,358,50827,22
com.app.39929,2024-09-25,2250,3595,551604,2232633,FINANCE,96914,27,41873,14
com.app.82889,2024-09-25,86,1830,1315,7976,FINANCE,2502,7,631,2
com.app.88516,2024-09-25,443,8231,1074,13106,OTHERS,2715,2,340,0
com.app.19637,2024-09-25,0,4400,1677,15947,OTHERS,7287,6,2239,0
com.app.80569,2024-09-25,757,5945,12633,176115,SHOPPING,163838,84,15253,1
com.app.91390,2024-09-25,1672,15056,33007,176833,BUSINESS,169436,24,111711,12
com.app.83359,2024-09-25,1942,3213,115464,544554,SHOPPING,38171,5,13773,3
com.app.55537,2024-09-25,71,3957,12736,121003,OTHERS,2953,1,1515,0
com.app.65216,2024-09-25,1232,2144,12343,84374,FINANCE,10519,3,4618,2
com.app.36257,2024-09-26,5933,7568,752184,2360621,BUSINESS,112187,68,65828,42
com.app.88509,2024-09-26,57906,29892,4495270,25850576,OTHERS,1052974,343,540209,173
com.app.93131,2024-09-26,117,1761,16210,37633,BUSINESS,3100,0,1304,0
com.app.86367,2024-09-26,1610,2557,112530,654940,FINANCE,47783,16,20518,9
com.app.18711,2024-09-26,1311,2019,98769,500869,BUSINESS,63845,30,16911,4
com.app.19821,2024-09-26,9526,28453,419539,4120132,FOOD_AND_DRINK,805299,9,280976,12
com.app.60770,2024-09-26,178,1759,18351,43134,FOOD_AND_DRINK,3781,0,1864,1
com.app.15675,2024-09-26,3011,2281,183951,1416066,FINANCE,769777,1218,180773,502
com.app.35851,2024-09-26,86,7043,6439,134827,OTHERS,26762,1,6339,0
com.app.84714,2024-09-26,4025,28735,137701,1064058,OTHERS,385026,194,61616,8
com.app.78470,2024-09-26,3191,6470,26711,482740,SHOPPING,111849,29,33410,12
com.app.68015,2024-09-26,2046,27336,106860,846106,OTHERS,566016,53,141565,18
com.app.64140,2024-09-26,1184,4505,94579,665176,SHOPPING,230138,105,28657,5
com.app.61743,2024-09-26,633,5080,55643,434901,SHOPPING,222056,82,49230,2
com.app.87362,2024-09-26,3465,28518,196720,778148,OTHERS,677744,48,261248,18
com.app.93571,2024-09-26,24586,55731,2534276,14769907,OTHERS,1178195,577,333219,38
com.app.17806,2024-09-26,5579,30766,358731,3736544,OTHERS,786028,313,179418,13
com.app.77385,2024-09-26,1830,6256,300686,1778011,FINANCE,305484,371,84338,14
com.app.82896,2024-09-26,1202,3250,30865,188880,FINANCE,32355,84,5604,11
com.app.21603,2024-09-26,2935,3952,71325,851831,FINANCE,80294,59,20769,8
com.app.32607,2024-09-26,828,2054,95930,584955,FINANCE,107445,7,24846,4
com.app.80525,2024-09-26,1177,5054,5161,94877,FINANCE,286310,-7,157904,-2
com.app.31679,2024-09-26,1770,6068,169841,1042618,FINANCE,335631,226,142158,9
com.app.62109,2024-09-26,4912,23948,1085104,6204621,FINANCE,1174093,1408,329594,81
com.app.33540,2024-09-26,7442,37678,555629,3527263,FINANCE,395968,694,90780,41
com.app.19772,2024-09-26,1160,5118,408465,881776,FINANCE,236833,177,57681,8
com.app.41189,2024-09-26,19982,107863,7552443,20605513,FINANCE,3892676,3498,981310,153
com.app.80610,2024-09-26,12825,84153,908958,9902831,BUSINESS,1139016,1973,386596,75
com.app.44002,2024-09-26,224,4351,14509,148511,TRAVEL_AND_LOCAL,11682,13,3755,2
com.app.99432,2024-09-26,7324,17446,1218500,3064197,BUSINESS,262583,83,148256,54
com.app.23305,2024-09-26,39746,131012,6034715,27631912,OTHERS,2702478,485,1202296,230
com.app.36648,2024-09-26,644,7193,357173,736581,FINANCE,164824,151,47455,13
com.app.31454,2024-09-26,215,1755,4560,64758,OTHERS,1251,1,772,2
com.app.59245,2024-09-26,264,1869,25739,230170,FINANCE,7866,8,4481,1
com.app.24343,2024-09-26,522,3790,15139,182626,TRAVEL_AND_LOCAL,17010,5,4700,1
com.app.31097,2024-09-26,789,8518,10825,145305,TRAVEL_AND_LOCAL,10916,12,4079,1
com.app.95194,2024-09-26,11191,55993,509762,4780500,SHOPPING,660282,361,225051,26
com.app.27567,2024-09-26,1080,1598,5763,86896,TRAVEL_AND_LOCAL,2494,1,1738,1
com.app.48189,2024-09-26,87,1130,5966,32966,FINANCE,25671,1,9313,1
com.app.22262,2024-09-26,3032,1902,101781,655920,FINANCE,104196,65,20568,8
com.app.37904,2024-09-26,3943,8932,66449,672346,SHOPPING,16253,36,3392,5
com.app.24391,2024-09-26,40,2454,4515,95030,OTHERS,10479,15,1565,1
com.app.40009,2024-09-26,886,1670,78138,281905,OTHERS,65457,12,25851,7
com.app.55621,2024-09-26,7224,9605,363973,1683895,FINANCE,272082,478,135375,41
com.app.72653,2024-09-26,314,1515,11646,68108,FINANCE,37153,2,15806,0
com.app.55481,2024-09-26,1876,2672,17211,180361,FINANCE,53407,28,28262,9
com.app.65327,2024-09-26,2172,2974,37644,384976,SHOPPING,204410,26,66720,2
com.app.96897,2024-09-26,780,4633,64789,503334,FINANCE,14982,13,7220,5
com.app.68335,2024-09-26,288,1870,9632,61289,FINANCE,6644,1,3383,0
com.app.95243,2024-09-26,1761,5631,159513,770411,FINANCE,42536,114,18365,14
com.app.14509,2024-09-26,22119,46005,1387937,5930034,FINANCE,1424562,385,617618,133
com.app.66274,2024-09-26,440,691,19127,88933,BUSINESS,30198,26,13612,2
com.app.74794,2024-09-26,5297,14480,173979,1485066,SHOPPING,206317,7,74721,2
com.app.37148,2024-09-26,204,1231,11703,49078,FINANCE,17344,29,8839,1
com.app.64353,2024-09-26,951,1790,236100,688402,FINANCE,28502,31,10083,4
com.app.94251,2024-09-26,745,1064,49271,205488,FINANCE,70227,2,17973,2
com.app.97988,2024-09-26,70,1178,2529,25745,SHOPPING,11106,2,4269,0
com.app.95444,2024-09-26,391,1885,2693,35246,FINANCE,3198,7,1193,0
com.app.64851,2024-09-26,122,1201,6861,70511,FINANCE,13907,16,1567,0
com.app.36612,2024-09-26,335,4767,20596,213230,SHOPPING,4763,8,957,2
com.app.24438,2024-09-26,3333,10958,53296,531721,OTHERS,94968,51,34630,18
com.app.59849,2024-09-26,1823,22414,231413,1594417,OTHERS,1541914,49,378183,7
com.app.30329,2024-09-26,22927,71261,752092,10024225,FOOD_AND_DRINK,1619280,236,208150,74
com.app.64764,2024-09-26,1391,2622,18731,136348,FINANCE,43990,7,15925,2
com.app.50760,2024-09-26,232,688,43230,173334,BUSINESS,63252,25,11290,3
com.app.54019,2024-09-26,336,4364,3709,53734,SHOPPING,2688,3,335,0
com.app.45949,2024-09-26,9482,92096,219206,2523140,OTHERS,650088,579,52614,22
com.app.87209,2024-09-26,27,2470,7069,47452,FINANCE,6287,8,990,2
com.app.62062,2024-09-26,381,3493,16664,275726,SHOPPING,56500,13,2138,1
com.app.37541,2024-09-26,1768,8290,29395,357790,SHOPPING,158863,16,48136,3
com.app.13655,2024-09-26,284,1302,15024,55469,FINANCE,62680,0,26436,0
com.app.92210,2024-09-26,390,4076,10118,102612,TRAVEL_AND_LOCAL,9490,6,3772,0
com.app.45088,2024-09-26,24598,84580,4950338,14386812,FINANCE,3227958,2369,502749,154
com.app.31404,2024-09-26,87,1208,9437,36431,FINANCE,14259,8,7047,2
com.app.97802,2024-09-26,205,10573,5799,67092,OTHERS,2995,2,1305,1
com.app.23207,2024-09-26,605,7318,33306,290658,FOOD_AND_DRINK,113512,9,28446,0
com.app.48065,2024-09-26,6386,26855,622155,3850893,SHOPPING,583257,228,105846,14
com.app.58221,2024-09-26,1383,8214,96737,880875,OTHERS,103340,66,19200,9
com.app.36145,2024-09-26,6646,10551,208385,1757964,SHOPPING,259440,239,75447,17
com.app.91525,2024-09-26,108,1801,5173,53584,TRAVEL_AND_LOCAL,4565,5,2950,3
com.app.18251,2024-09-26,574,2698,72964,363154,FINANCE,99508,108,18701,11
com.app.64634,2024-09-26,83,1760,1072,12387,TRAVEL_AND_LOCAL,657,2,406,0
com.app.37873,2024-09-26,549,11880,25165,236347,OTHERS,47844,7,17204,3
com.app.37962,2024-09-26,3054,12131,141135,1529526,TRAVEL_AND_LOCAL,156159,72,43007,8
com.app.91093,2024-09-26,2410,2999,429092,2445964,FINANCE,212230,164,113106,50
com.app.88832,2024-09-26,707,4384,17104,174335,SHOPPING,11483,14,3042,3
com.app.38566,2024-09-26,2334,4877,106222,513876,BUSINESS,93197,59,25990,6
com.app.48916,2024-09-26,226,2166,1274,13874,BUSINESS,641,1,241,3
com.app.72306,2024-09-26,715,2814,34246,220868,BUSINESS,36070,10,15122,2
com.app.96938,2024-09-26,0,1541,12042,121164,OTHERS,44771,2,15657,0
com.app.47280,2024-09-26,20997,66088,8463268,22031385,FINANCE,6855201,2194,1490814,92
com.app.88311,2024-09-26,750,2347,15639,102069,FINANCE,7863,17,1112,3
com.app.97976,2024-09-26,843,4992,8575,98689,SHOPPING,11304,1,3699,1
com.app.72656,2024-09-26,1645,3643,147935,479229,OTHERS,67054,98,12198,13
com.app.19872,2024-09-26,384,1667,66354,292727,OTHERS,52925,2,6005,1
com.app.90842,2024-09-26,483,1504,34799,143191,FINANCE,44930,52,22257,6
com.app.21397,2024-09-26,3413,9896,34333,307567,OTHERS,131555,5,49274,2
com.app.78794,2024-09-26,58186,129922,7402926,23902832,FINANCE,2242997,167,1011962,81
com.app.38543,2024-09-26,689,6200,4544,96047,SHOPPING,19209,2,7512,0
com.app.47938,2024-09-26,247,1852,1422,23544,SHOPPING,2706,0,1243,0
com.app.89044,2024-09-26,116,1838,1391,7398,FINANCE,1365,0,851,0
com.app.85803,2024-09-26,100,898,6771,80478,BUSINESS,4445,2,1002,0
com.app.88484,2024-09-26,18712,78767,2314459,11814472,SHOPPING,2022446,332,698720,21
com.app.81754,2024-09-26,276,3489,7249,66914,TRAVEL_AND_LOCAL,833,2,475,0
com.app.89034,2024-09-26,346,1776,27048,306899,OTHERS,7767,45,2133,0
com.app.53788,2024-09-26,276,1200,1326,15982,OTHERS,12835,0,5887,1
com.app.16773,2024-09-26,2794,7602,465568,2477026,FINANCE,151646,150,78719,46
com.app.92275,2024-09-26,1193,5469,59617,469976,SHOPPING,234636,43,29034,0
com.app.31153,2024-09-26,16605,49228,1709187,5428930,FINANCE,1212576,524,201285,37
com.app.20657,2024-09-26,183,1763,4460,29485,OTHERS,7913,0,1321,0
com.app.90856,2024-09-26,408,2616,27388,168436,FINANCE,17141,3,7716,2
com.app.34625,2024-09-26,77,1231,24042,146244,FINANCE,14557,23,3723,0
com.app.78762,2024-09-26,214,15307,86897,173135,OTHERS,89037,1,33865,3
com.app.79754,2024-09-26,609,9015,7213,127506,OTHERS,136247,105,9247,9
com.app.60633,2024-09-26,56,7332,29882,307725,OTHERS,176715,0,18663,0
com.app.60423,2024-09-26,585,4168,34563,472246,SHOPPING,89520,15,42718,2
com.app.17441,2024-09-26,706,3527,28377,316924,SHOPPING,45434,43,5984,5
com.app.50679,2024-09-26,591,1495,8450,118290,FINANCE,39497,34,10194,4
com.app.63770,2024-09-26,400,6234,267385,1841485,FINANCE,334954,327,50849,23
com.app.39929,2024-09-26,2198,3935,544673,2233063,FINANCE,96941,32,41887,9
com.app.82889,2024-09-26,72,1834,1218,8006,FINANCE,2509,10,633,0
com.app.88516,2024-09-26,443,8152,924,13121,OTHERS,2717,0,340,0
com.app.19637,2024-09-26,0,4492,1616,15893,OTHERS,7293,7,2239,0
com.app.80569,2024-09-26,935,5979,12117,176437,SHOPPING,163922,96,15254,2
com.app.91390,2024-09-26,1547,14803,31433,176005,BUSINESS,169460,8,111723,13
com.app.55537,2024-09-26,70,3822,12042,121164,OTHERS,2954,0,1515,0
com.app.83359,2024-09-26,1428,3322,111764,544399,SHOPPING,38176,11,13776,1
com.app.65216,2024-09-26,735,1297,12033,84340,FINANCE,10485,4,4606,1
com.app.36257,2024-09-29,5932,7441,666620,2361505,BUSINESS,112389,33,65929,20
com.app.88509,2024-09-29,48398,22582,4733249,25830238,OTHERS,1053978,349,540732,171
com.app.93131,2024-09-29,161,1310,15159,37812,BUSINESS,3102,0,1305,0
com.app.86367,2024-09-29,2130,2526,104485,658645,FINANCE,47822,3,20536,2
com.app.18711,2024-09-29,1288,1911,99420,497014,BUSINESS,63924,19,16925,4
com.app.19821,2024-09-29,18746,24821,564669,4127541,FOOD_AND_DRINK,805322,23,281032,7
com.app.60770,2024-09-29,168,1310,16956,43237,FOOD_AND_DRINK,3783,0,1866,0
com.app.15675,2024-09-29,3014,2122,182783,1419646,FINANCE,772610,707,181954,447
com.app.35851,2024-09-29,192,7031,6273,127881,OTHERS,26764,8,6339,1
com.app.78470,2024-09-29,2130,5814,17840,461392,SHOPPING,111895,9,33436,8
com.app.84714,2024-09-29,4506,30215,143533,1051308,OTHERS,385582,192,61633,7
com.app.68015,2024-09-29,2161,26234,80961,842479,OTHERS,566153,27,141620,19
com.app.64140,2024-09-29,1150,3083,73339,664162,SHOPPING,230436,74,28671,10
com.app.61743,2024-09-29,1364,4528,44287,435123,SHOPPING,222256,66,49237,4
com.app.87362,2024-09-29,9458,24854,196720,778148,OTHERS,678256,205,261408,25
com.app.93571,2024-09-29,30452,50279,2586939,14770708,OTHERS,1179627,414,333324,10
com.app.17806,2024-09-29,4022,25341,199544,3716122,OTHERS,786834,182,179463,37
com.app.77385,2024-09-29,2262,4828,223227,1770121,FINANCE,306570,283,84388,38
com.app.82896,2024-09-29,1295,3074,16169,189627,FINANCE,32532,18,5621,13
com.app.21603,2024-09-29,1905,4675,58662,850054,FINANCE,80451,31,20785,7
com.app.32607,2024-09-29,594,1569,75615,581739,FINANCE,107459,2,24855,6
com.app.31679,2024-09-29,1159,4330,122069,1030939,FINANCE,336201,139,142187,11
com.app.80525,2024-09-29,1159,4648,4050,94255,FINANCE,286291,1,157893,1
com.app.62109,2024-09-29,4685,15386,797067,6168976,FINANCE,1177900,985,329764,79
com.app.33540,2024-09-29,4921,28561,423403,3518913,FINANCE,397805,445,90880,57
com.app.19772,2024-09-29,239,4461,172796,877900,FINANCE,237193,42,57686,4
com.app.41189,2024-09-29,21883,96682,5934963,20626291,FINANCE,3900638,1244,981629,142
com.app.80610,2024-09-29,16029,79247,565234,9850729,BUSINESS,1144372,1090,386820,113
com.app.44002,2024-09-29,224,4943,14509,148511,TRAVEL_AND_LOCAL,11720,15,3758,0
com.app.23305,2024-09-29,37671,126176,5251740,27592415,OTHERS,2703940,387,1202949,259
com.app.99432,2024-09-29,10531,12194,1001910,3062750,BUSINESS,262855,34,148383,52
com.app.24343,2024-09-29,726,3352,12505,181971,TRAVEL_AND_LOCAL,17020,3,4701,2
com.app.31454,2024-09-29,86,1310,2210,64448,OTHERS,1254,1,774,0
com.app.59245,2024-09-29,225,1233,10682,229455,FINANCE,7876,5,4483,3
com.app.31097,2024-09-29,1517,8448,11161,146222,TRAVEL_AND_LOCAL,10939,7,4084,4
com.app.36648,2024-09-29,653,6872,236328,736210,FINANCE,165217,66,47481,5
com.app.95194,2024-09-29,8442,45687,490285,4739268,SHOPPING,661183,266,225118,38
com.app.27567,2024-09-29,601,1327,5720,85106,TRAVEL_AND_LOCAL,2497,4,1743,1
com.app.48189,2024-09-29,83,984,4903,32894,FINANCE,25673,0,9314,0
com.app.22262,2024-09-29,2840,1439,91760,651865,FINANCE,104365,44,20598,12
com.app.24391,2024-09-29,42,3900,11672,97862,OTHERS,10645,77,1579,0
com.app.37904,2024-09-29,6812,8431,60124,674592,SHOPPING,16347,27,3402,4
com.app.40009,2024-09-29,789,1776,76549,281810,OTHERS,65477,14,25860,1
com.app.55621,2024-09-29,3153,6652,275779,1682281,FINANCE,273277,172,135451,38
com.app.72653,2024-09-29,314,1382,11274,67692,FINANCE,37155,5,15808,1
com.app.55481,2024-09-29,1168,2568,12558,179221,FINANCE,53476,7,28284,4
com.app.65327,2024-09-29,2092,2684,32748,385087,SHOPPING,204472,4,66723,0
com.app.96897,2024-09-29,776,3765,43175,499020,FINANCE,15001,7,7235,7
com.app.68335,2024-09-29,340,1354,6563,61188,FINANCE,6645,0,3384,0
com.app.95243,2024-09-29,1775,5842,77448,775441,FINANCE,42780,21,18387,12
com.app.14509,2024-09-29,17349,45282,1228265,5961134,FINANCE,1425658,381,618055,115
com.app.66274,2024-09-29,332,667,7182,88857,BUSINESS,30237,4,13613,0
com.app.74794,2024-09-29,5013,11949,132228,1480754,SHOPPING,206343,5,74728,4
com.app.37148,2024-09-29,143,990,9360,48969,FINANCE,17400,5,8844,1
com.app.64353,2024-09-29,861,1718,167278,687215,FINANCE,28582,24,10091,2
com.app.94251,2024-09-29,192,1130,40747,205449,FINANCE,70234,2,17973,1
com.app.95444,2024-09-29,413,1355,2693,35246,FINANCE,3210,3,1194,1
com.app.97988,2024-09-29,69,992,2572,25470,SHOPPING,11112,1,4269,0
com.app.64851,2024-09-29,141,1065,3636,69759,FINANCE,13944,6,1567,2
com.app.36612,2024-09-29,359,4821,21993,212161,SHOPPING,4789,13,961,2
com.app.24438,2024-09-29,1151,10248,48857,528349,OTHERS,95127,50,34675,15
com.app.59849,2024-09-29,1135,15732,823105,1566587,OTHERS,1542459,133,378207,3
com.app.30329,2024-09-29,22410,70503,869555,9951598,FOOD_AND_DRINK,1620122,328,208414,85
com.app.64764,2024-09-29,424,1394,14151,136968,FINANCE,44018,4,15929,1
com.app.50760,2024-09-29,345,676,21080,172941,BUSINESS,63303,3,11294,1
com.app.54019,2024-09-29,549,4293,4361,52320,SHOPPING,2697,0,335,1
com.app.45949,2024-09-29,5681,89910,183994,2494449,OTHERS,651611,419,52677,22
com.app.87209,2024-09-29,27,1882,4319,49268,FINANCE,6309,11,997,2
com.app.62062,2024-09-29,949,3317,21911,279230,SHOPPING,56569,40,2144,2
com.app.37541,2024-09-29,1701,8114,26036,356457,SHOPPING,158904,12,48139,3
com.app.13655,2024-09-29,139,1236,8926,55476,FINANCE,62680,1,26437,1
com.app.92210,2024-09-29,337,3919,10125,101411,TRAVEL_AND_LOCAL,9500,2,3772,1
com.app.45088,2024-09-29,24445,76016,4005758,14391518,FINANCE,3234687,1568,503167,142
com.app.31404,2024-09-29,46,992,7089,36506,FINANCE,14286,5,7051,2
com.app.97802,2024-09-29,167,10604,3834,68802,OTHERS,3002,2,1308,1
com.app.23207,2024-09-29,639,7242,40328,289051,FOOD_AND_DRINK,113542,18,28450,4
com.app.48065,2024-09-29,6936,26633,555697,3836420,SHOPPING,583896,208,105879,15
com.app.58221,2024-09-29,1461,8348,33498,874687,OTHERS,103516,8,19217,7
com.app.36145,2024-09-29,4970,9360,205933,1732418,SHOPPING,260030,174,75494,15
com.app.91525,2024-09-29,113,1321,4508,53476,TRAVEL_AND_LOCAL,4576,3,2957,0
com.app.18251,2024-09-29,568,1800,46499,362517,FINANCE,99732,24,18731,10
com.app.64634,2024-09-29,104,1321,1060,12308,TRAVEL_AND_LOCAL,659,0,407,0
com.app.37873,2024-09-29,559,10962,26517,237888,OTHERS,47857,5,17213,5
com.app.37962,2024-09-29,3055,12197,118380,1533631,TRAVEL_AND_LOCAL,156385,56,43021,3
com.app.91093,2024-09-29,3945,3203,306092,2429044,FINANCE,212637,83,113222,58
com.app.88832,2024-09-29,752,4334,14711,173446,SHOPPING,11522,12,3046,0
com.app.38566,2024-09-29,1974,4217,81070,514807,BUSINESS,93366,31,26004,4
com.app.48916,2024-09-29,224,4533,1115,14540,BUSINESS,648,1,244,0
com.app.72306,2024-09-29,312,4204,17429,215981,BUSINESS,36084,1,15125,5
com.app.96938,2024-09-29,0,1126,14305,120572,OTHERS,44778,0,15659,1
com.app.47280,2024-09-29,22755,51364,6482410,22005014,FINANCE,6861056,923,1491013,115
com.app.88311,2024-09-29,761,1851,9018,102439,FINANCE,7902,4,1118,2
com.app.97976,2024-09-29,716,4675,6486,99122,SHOPPING,11314,2,3704,0
com.app.72656,2024-09-29,1183,3626,88256,476879,OTHERS,67327,52,12228,18
com.app.19872,2024-09-29,552,1341,45459,290999,OTHERS,52932,2,6007,1
com.app.90842,2024-09-29,391,1316,28171,143072,FINANCE,45058,19,22265,7
com.app.21397,2024-09-29,2477,9657,37609,323886,OTHERS,131560,2,49273,1
com.app.78794,2024-09-29,54899,121478,6391309,23911008,FINANCE,2243468,147,1012192,62
com.app.38543,2024-09-29,875,6060,3908,93812,SHOPPING,19211,1,7512,2
com.app.47938,2024-09-29,7,1367,1359,23698,SHOPPING,2707,0,1244,0
com.app.89044,2024-09-29,89,1323,761,7493,FINANCE,1365,0,851,0
com.app.85803,2024-09-29,100,790,4093,80270,BUSINESS,4457,3,1003,0
com.app.88484,2024-09-29,20377,73508,2196413,11812562,SHOPPING,2023369,279,698801,25
com.app.81754,2024-09-29,317,5001,6561,67540,TRAVEL_AND_LOCAL,836,2,476,0
com.app.89034,2024-09-29,278,1305,33737,298485,OTHERS,7874,34,2135,0
com.app.53788,2024-09-29,201,994,967,15876,OTHERS,12836,0,5888,2
com.app.16773,2024-09-29,4425,6139,292489,2447705,FINANCE,152050,78,78855,45
com.app.92275,2024-09-29,896,4597,53282,470473,SHOPPING,234759,25,29042,0
com.app.31153,2024-09-29,15788,43025,1479081,5416178,FINANCE,1214199,306,201492,91
com.app.20657,2024-09-29,183,1260,4460,29485,OTHERS,7912,0,1321,0
com.app.90856,2024-09-29,407,1912,16306,168306,FINANCE,17159,2,7720,3
com.app.34625,2024-09-29,593,1025,11653,146086,FINANCE,14599,2,3724,5
com.app.78762,2024-09-29,195,15180,81368,172999,OTHERS,89038,0,33867,0
com.app.79754,2024-09-29,525,8277,5142,126145,OTHERS,136486,46,9258,0
com.app.60633,2024-09-29,44,7081,7409,306566,OTHERS,176706,-1,18661,0
com.app.60423,2024-09-29,282,4247,34497,463580,SHOPPING,89554,13,42725,4
com.app.17441,2024-09-29,443,3300,26093,313407,SHOPPING,45543,9,5997,2
com.app.50679,2024-09-29,599,1339,6015,118459,FINANCE,39613,20,10201,3
com.app.63770,2024-09-29,2409,4131,183719,1840243,FINANCE,335750,158,50905,25
com.app.39929,2024-09-29,2200,3826,467942,2216814,FINANCE,97024,17,41915,13
com.app.82889,2024-09-29,60,1349,1028,8135,FINANCE,2531,1,636,0
com.app.88516,2024-09-29,443,8299,980,12949,OTHERS,2719,1,340,0
com.app.19637,2024-09-29,0,4812,1676,15616,OTHERS,7305,7,2242,0
com.app.80569,2024-09-29,855,5761,11351,176305,SHOPPING,164154,46,15266,1
com.app.91390,2024-09-29,882,14005,24285,174028,BUSINESS,169511,5,111761,13
com.app.55537,2024-09-29,68,1584,14305,120572,OTHERS,2956,2,1517,0
com.app.83359,2024-09-29,1324,3094,121671,544114,SHOPPING,38194,6,13780,2
com.app.65216,2024-09-29,655,1629,8302,84558,FINANCE,10487,0,4608,2
com.app.36257,2024-09-03,4857,7053,734760,2265039,BUSINESS,110735,63,64948,43
com.app.88509,2024-09-03,12509,28675,4472567,25389568,OTHERS,1043549,484,535668,261
com.app.93131,2024-09-03,99,1764,14476,36998,BUSINESS,3086,0,1300,0
com.app.86367,2024-09-03,123,1576,115458,664930,FINANCE,47528,12,20415,2
com.app.18711,2024-09-03,1477,2078,104563,524347,BUSINESS,63111,26,16722,11
com.app.19821,2024-09-03,4414,27230,388914,4161868,FOOD_AND_DRINK,805102,22,280764,14
com.app.60770,2024-09-03,41,1764,16088,41911,FOOD_AND_DRINK,3755,2,1846,1
com.app.15675,2024-09-03,4369,3021,172264,1377685,FINANCE,744685,1069,170029,447
com.app.35851,2024-09-03,969,9253,10984,169622,OTHERS,26663,6,6338,0
com.app.78470,2024-09-03,2661,7454,31662,520693,SHOPPING,110964,30,33042,37
